raceId,year,name,forename,surname,name,finishingPosition,points
869,2012,"German Grand Prix",Daniel,Ricciardo,"Toro Rosso",13,0
869,2012,"German Grand Prix",Jean-eric,Vergne,"Toro Rosso",14,0
869,2012,"German Grand Prix",Pastor,Maldonado,Williams,15,0
869,2012,"German Grand Prix",Vitaly,Petrov,Caterham,16,0
869,2012,"German Grand Prix",Bruno,Senna,Williams,17,0
869,2012,"German Grand Prix",Romain,Grosjean,"Lotus F1",18,0
869,2012,"German Grand Prix",Heikki,Kovalainen,Caterham,19,0
869,2012,"German Grand Prix",Charles,Pic,Marussia,20,0
869,2012,"German Grand Prix",Pedro,"de la Rosa",HRT,21,0
869,2012,"German Grand Prix",Timo,Glock,Marussia,22,0
869,2012,"German Grand Prix",Narain,Karthikeyan,HRT,23,0
869,2012,"German Grand Prix",Lewis,Hamilton,McLaren,24,0
870,2012,"Hungarian Grand Prix",Lewis,Hamilton,McLaren,1,25
870,2012,"Hungarian Grand Prix",Kimi,Raikkonen,"Lotus F1",2,18
870,2012,"Hungarian Grand Prix",Romain,Grosjean,"Lotus F1",3,15
870,2012,"Hungarian Grand Prix",Sebastian,Vettel,"Red Bull",4,12
870,2012,"Hungarian Grand Prix",Fernando,Alonso,Ferrari,5,10
870,2012,"Hungarian Grand Prix",Jenson,Button,McLaren,6,8
870,2012,"Hungarian Grand Prix",Bruno,Senna,Williams,7,6
870,2012,"Hungarian Grand Prix",Mark,Webber,"Red Bull",8,4
870,2012,"Hungarian Grand Prix",Felipe,Massa,Ferrari,9,2
870,2012,"Hungarian Grand Prix",Nico,Rosberg,Mercedes,10,1
870,2012,"Hungarian Grand Prix",Nico,Hulkenberg,"Force India",11,0
870,2012,"Hungarian Grand Prix",Paul,"di Resta","Force India",12,0
870,2012,"Hungarian Grand Prix",Pastor,Maldonado,Williams,13,0
870,2012,"Hungarian Grand Prix",Sergio,Perez,Sauber,14,0
870,2012,"Hungarian Grand Prix",Daniel,Ricciardo,"Toro Rosso",15,0
870,2012,"Hungarian Grand Prix",Jean-eric,Vergne,"Toro Rosso",16,0
870,2012,"Hungarian Grand Prix",Heikki,Kovalainen,Caterham,17,0
870,2012,"Hungarian Grand Prix",Kamui,Kobayashi,Sauber,18,0
870,2012,"Hungarian Grand Prix",Vitaly,Petrov,Caterham,19,0
870,2012,"Hungarian Grand Prix",Charles,Pic,Marussia,20,0
870,2012,"Hungarian Grand Prix",Timo,Glock,Marussia,21,0
870,2012,"Hungarian Grand Prix",Pedro,"de la Rosa",HRT,22,0
870,2012,"Hungarian Grand Prix",Narain,Karthikeyan,HRT,23,0
870,2012,"Hungarian Grand Prix",Michael,Schumacher,Mercedes,24,0
871,2012,"Belgian Grand Prix",Jenson,Button,McLaren,1,25
871,2012,"Belgian Grand Prix",Sebastian,Vettel,"Red Bull",2,18
871,2012,"Belgian Grand Prix",Kimi,Raikkonen,"Lotus F1",3,15
871,2012,"Belgian Grand Prix",Nico,Hulkenberg,"Force India",4,12
871,2012,"Belgian Grand Prix",Felipe,Massa,Ferrari,5,10
871,2012,"Belgian Grand Prix",Mark,Webber,"Red Bull",6,8
871,2012,"Belgian Grand Prix",Michael,Schumacher,Mercedes,7,6
871,2012,"Belgian Grand Prix",Jean-eric,Vergne,"Toro Rosso",8,4
871,2012,"Belgian Grand Prix",Daniel,Ricciardo,"Toro Rosso",9,2
871,2012,"Belgian Grand Prix",Paul,"di Resta","Force India",10,1
871,2012,"Belgian Grand Prix",Nico,Rosberg,Mercedes,11,0
871,2012,"Belgian Grand Prix",Bruno,Senna,Williams,12,0
871,2012,"Belgian Grand Prix",Kamui,Kobayashi,Sauber,13,0
871,2012,"Belgian Grand Prix",Vitaly,Petrov,Caterham,14,0
871,2012,"Belgian Grand Prix",Timo,Glock,Marussia,15,0
871,2012,"Belgian Grand Prix",Charles,Pic,Marussia,16,0
871,2012,"Belgian Grand Prix",Heikki,Kovalainen,Caterham,17,0
871,2012,"Belgian Grand Prix",Pedro,"de la Rosa",HRT,18,0
871,2012,"Belgian Grand Prix",Narain,Karthikeyan,HRT,19,0
871,2012,"Belgian Grand Prix",Pastor,Maldonado,Williams,20,0
871,2012,"Belgian Grand Prix",Sergio,Perez,Sauber,21,0
871,2012,"Belgian Grand Prix",Fernando,Alonso,Ferrari,22,0
871,2012,"Belgian Grand Prix",Lewis,Hamilton,McLaren,23,0
871,2012,"Belgian Grand Prix",Romain,Grosjean,"Lotus F1",24,0
872,2012,"Italian Grand Prix",Lewis,Hamilton,McLaren,1,25
872,2012,"Italian Grand Prix",Sergio,Perez,Sauber,2,18
872,2012,"Italian Grand Prix",Fernando,Alonso,Ferrari,3,15
872,2012,"Italian Grand Prix",Felipe,Massa,Ferrari,4,12
872,2012,"Italian Grand Prix",Kimi,Raikkonen,"Lotus F1",5,10
872,2012,"Italian Grand Prix",Michael,Schumacher,Mercedes,6,8
872,2012,"Italian Grand Prix",Nico,Rosberg,Mercedes,7,6
872,2012,"Italian Grand Prix",Paul,"di Resta","Force India",8,4
872,2012,"Italian Grand Prix",Kamui,Kobayashi,Sauber,9,2
872,2012,"Italian Grand Prix",Bruno,Senna,Williams,10,1
872,2012,"Italian Grand Prix",Pastor,Maldonado,Williams,11,0
872,2012,"Italian Grand Prix",Daniel,Ricciardo,"Toro Rosso",12,0
872,2012,"Italian Grand Prix",Jerome,d'Ambrosio,"Lotus F1",13,0
872,2012,"Italian Grand Prix",Heikki,Kovalainen,Caterham,14,0
872,2012,"Italian Grand Prix",Vitaly,Petrov,Caterham,15,0
872,2012,"Italian Grand Prix",Charles,Pic,Marussia,16,0
872,2012,"Italian Grand Prix",Timo,Glock,Marussia,17,0
872,2012,"Italian Grand Prix",Pedro,"de la Rosa",HRT,18,0
872,2012,"Italian Grand Prix",Narain,Karthikeyan,HRT,19,0
872,2012,"Italian Grand Prix",Mark,Webber,"Red Bull",20,0
872,2012,"Italian Grand Prix",Nico,Hulkenberg,"Force India",21,0
872,2012,"Italian Grand Prix",Sebastian,Vettel,"Red Bull",22,0
872,2012,"Italian Grand Prix",Jenson,Button,McLaren,23,0
872,2012,"Italian Grand Prix",Jean-eric,Vergne,"Toro Rosso",24,0
873,2012,"Singapore Grand Prix",Sebastian,Vettel,"Red Bull",1,25
873,2012,"Singapore Grand Prix",Jenson,Button,McLaren,2,18
873,2012,"Singapore Grand Prix",Fernando,Alonso,Ferrari,3,15
873,2012,"Singapore Grand Prix",Paul,"di Resta","Force India",4,12
873,2012,"Singapore Grand Prix",Nico,Rosberg,Mercedes,5,10
873,2012,"Singapore Grand Prix",Kimi,Raikkonen,"Lotus F1",6,8
873,2012,"Singapore Grand Prix",Romain,Grosjean,"Lotus F1",7,6
873,2012,"Singapore Grand Prix",Felipe,Massa,Ferrari,8,4
873,2012,"Singapore Grand Prix",Daniel,Ricciardo,"Toro Rosso",9,2
873,2012,"Singapore Grand Prix",Sergio,Perez,Sauber,10,1
873,2012,"Singapore Grand Prix",Mark,Webber,"Red Bull",11,0
873,2012,"Singapore Grand Prix",Timo,Glock,Marussia,12,0
873,2012,"Singapore Grand Prix",Kamui,Kobayashi,Sauber,13,0
873,2012,"Singapore Grand Prix",Nico,Hulkenberg,"Force India",14,0
873,2012,"Singapore Grand Prix",Heikki,Kovalainen,Caterham,15,0
873,2012,"Singapore Grand Prix",Charles,Pic,Marussia,16,0
873,2012,"Singapore Grand Prix",Pedro,"de la Rosa",HRT,17,0
873,2012,"Singapore Grand Prix",Bruno,Senna,Williams,18,0
873,2012,"Singapore Grand Prix",Vitaly,Petrov,Caterham,19,0
873,2012,"Singapore Grand Prix",Jean-eric,Vergne,"Toro Rosso",20,0
873,2012,"Singapore Grand Prix",Michael,Schumacher,Mercedes,21,0
873,2012,"Singapore Grand Prix",Pastor,Maldonado,Williams,22,0
873,2012,"Singapore Grand Prix",Narain,Karthikeyan,HRT,23,0
873,2012,"Singapore Grand Prix",Lewis,Hamilton,McLaren,24,0
874,2012,"Japanese Grand Prix",Sebastian,Vettel,"Red Bull",1,25
874,2012,"Japanese Grand Prix",Felipe,Massa,Ferrari,2,18
874,2012,"Japanese Grand Prix",Kamui,Kobayashi,Sauber,3,15
874,2012,"Japanese Grand Prix",Jenson,Button,McLaren,4,12
874,2012,"Japanese Grand Prix",Lewis,Hamilton,McLaren,5,10
874,2012,"Japanese Grand Prix",Kimi,Raikkonen,"Lotus F1",6,8
874,2012,"Japanese Grand Prix",Nico,Hulkenberg,"Force India",7,6
874,2012,"Japanese Grand Prix",Pastor,Maldonado,Williams,8,4
874,2012,"Japanese Grand Prix",Mark,Webber,"Red Bull",9,2
874,2012,"Japanese Grand Prix",Daniel,Ricciardo,"Toro Rosso",10,1
874,2012,"Japanese Grand Prix",Michael,Schumacher,Mercedes,11,0
874,2012,"Japanese Grand Prix",Paul,"di Resta","Force India",12,0
874,2012,"Japanese Grand Prix",Jean-eric,Vergne,"Toro Rosso",13,0
874,2012,"Japanese Grand Prix",Bruno,Senna,Williams,14,0
874,2012,"Japanese Grand Prix",Heikki,Kovalainen,Caterham,15,0
874,2012,"Japanese Grand Prix",Timo,Glock,Marussia,16,0
874,2012,"Japanese Grand Prix",Vitaly,Petrov,Caterham,17,0
874,2012,"Japanese Grand Prix",Pedro,"de la Rosa",HRT,18,0
874,2012,"Japanese Grand Prix",Romain,Grosjean,"Lotus F1",19,0
874,2012,"Japanese Grand Prix",Charles,Pic,Marussia,20,0
874,2012,"Japanese Grand Prix",Narain,Karthikeyan,HRT,21,0
874,2012,"Japanese Grand Prix",Sergio,Perez,Sauber,22,0
874,2012,"Japanese Grand Prix",Fernando,Alonso,Ferrari,23,0
874,2012,"Japanese Grand Prix",Nico,Rosberg,Mercedes,24,0
875,2012,"Korean Grand Prix",Sebastian,Vettel,"Red Bull",1,25
875,2012,"Korean Grand Prix",Mark,Webber,"Red Bull",2,18
875,2012,"Korean Grand Prix",Fernando,Alonso,Ferrari,3,15
875,2012,"Korean Grand Prix",Felipe,Massa,Ferrari,4,12
875,2012,"Korean Grand Prix",Kimi,Raikkonen,"Lotus F1",5,10
875,2012,"Korean Grand Prix",Nico,Hulkenberg,"Force India",6,8
875,2012,"Korean Grand Prix",Romain,Grosjean,"Lotus F1",7,6
875,2012,"Korean Grand Prix",Jean-eric,Vergne,"Toro Rosso",8,4
875,2012,"Korean Grand Prix",Daniel,Ricciardo,"Toro Rosso",9,2
875,2012,"Korean Grand Prix",Lewis,Hamilton,McLaren,10,1
875,2012,"Korean Grand Prix",Sergio,Perez,Sauber,11,0
875,2012,"Korean Grand Prix",Paul,"di Resta","Force India",12,0
875,2012,"Korean Grand Prix",Michael,Schumacher,Mercedes,13,0
875,2012,"Korean Grand Prix",Pastor,Maldonado,Williams,14,0
875,2012,"Korean Grand Prix",Bruno,Senna,Williams,15,0
875,2012,"Korean Grand Prix",Vitaly,Petrov,Caterham,16,0
875,2012,"Korean Grand Prix",Heikki,Kovalainen,Caterham,17,0
875,2012,"Korean Grand Prix",Timo,Glock,Marussia,18,0
875,2012,"Korean Grand Prix",Charles,Pic,Marussia,19,0
