raceId,year,name,forename,surname,q3,name,position
875,2012,"Korean Grand Prix",Mark,Webber,1:37.242,"Red Bull",1
875,2012,"Korean Grand Prix",Sebastian,Vettel,1:37.316,"Red Bull",2
875,2012,"Korean Grand Prix",Lewis,Hamilton,1:37.469,McLaren,3
875,2012,"Korean Grand Prix",Fernando,Alonso,1:37.534,Ferrari,4
875,2012,"Korean Grand Prix",Kimi,Raikkonen,1:37.625,"Lotus F1",5
875,2012,"Korean Grand Prix",Felipe,Massa,1:37.884,Ferrari,6
875,2012,"Korean Grand Prix",Romain,Grosjean,1:37.934,"Lotus F1",7
875,2012,"Korean Grand Prix",Nico,Hulkenberg,1:38.266,"Force India",8
875,2012,"Korean Grand Prix",Nico,Rosberg,1:38.361,Mercedes,9
875,2012,"Korean Grand Prix",Michael,Schumacher,1:38.513,Mercedes,10
875,2012,"Korean Grand Prix",Jenson,Button,\N,McLaren,11
875,2012,"Korean Grand Prix",Sergio,Perez,\N,Sauber,12
875,2012,"Korean Grand Prix",Kamui,Kobayashi,\N,Sauber,13
875,2012,"Korean Grand Prix",Paul,"di Resta",\N,"Force India",14
875,2012,"Korean Grand Prix",Pastor,Maldonado,\N,Williams,15
875,2012,"Korean Grand Prix",Daniel,Ricciardo,\N,"Toro Rosso",16
875,2012,"Korean Grand Prix",Jean-eric,Vergne,\N,"Toro Rosso",17
875,2012,"Korean Grand Prix",Bruno,Senna,\N,Williams,18
875,2012,"Korean Grand Prix",Vitaly,Petrov,\N,Caterham,19
875,2012,"Korean Grand Prix",Heikki,Kovalainen,\N,Caterham,20
875,2012,"Korean Grand Prix",Charles,Pic,\N,Marussia,21
875,2012,"Korean Grand Prix",Timo,Glock,\N,Marussia,22
875,2012,"Korean Grand Prix",Pedro,"de la Rosa",\N,HRT,23
876,2012,"Indian Grand Prix",Sebastian,Vettel,1:25.283,"Red Bull",1
876,2012,"Indian Grand Prix",Mark,Webber,1:25.327,"Red Bull",2
876,2012,"Indian Grand Prix",Lewis,Hamilton,1:25.544,McLaren,3
876,2012,"Indian Grand Prix",Jenson,Button,1:25.659,McLaren,4
876,2012,"Indian Grand Prix",Fernando,Alonso,1:25.773,Ferrari,5
876,2012,"Indian Grand Prix",Felipe,Massa,1:25.857,Ferrari,6
876,2012,"Indian Grand Prix",Kimi,Raikkonen,1:26.236,"Lotus F1",7
876,2012,"Indian Grand Prix",Sergio,Perez,1:26.360,Sauber,8
876,2012,"Indian Grand Prix",Pastor,Maldonado,1:26.713,Williams,9
876,2012,"Indian Grand Prix",Nico,Rosberg,\N,Mercedes,10
876,2012,"Indian Grand Prix",Romain,Grosjean,\N,"Lotus F1",11
876,2012,"Indian Grand Prix",Nico,Hulkenberg,\N,"Force India",12
876,2012,"Indian Grand Prix",Bruno,Senna,\N,Williams,13
876,2012,"Indian Grand Prix",Michael,Schumacher,\N,Mercedes,14
876,2012,"Indian Grand Prix",Daniel,Ricciardo,\N,"Toro Rosso",15
876,2012,"Indian Grand Prix",Paul,"di Resta",\N,"Force India",16
876,2012,"Indian Grand Prix",Kamui,Kobayashi,\N,Sauber,17
876,2012,"Indian Grand Prix",Jean-eric,Vergne,\N,"Toro Rosso",18
876,2012,"Indian Grand Prix",Vitaly,Petrov,\N,Caterham,19
876,2012,"Indian Grand Prix",Heikki,Kovalainen,\N,Caterham,20
876,2012,"Indian Grand Prix",Timo,Glock,\N,Marussia,21
876,2012,"Indian Grand Prix",Pedro,"de la Rosa",\N,HRT,22
876,2012,"Indian Grand Prix",Narain,Karthikeyan,\N,HRT,23
876,2012,"Indian Grand Prix",Charles,Pic,\N,Marussia,24
877,2012,"Abu Dhabi Grand Prix",Lewis,Hamilton,1:40.630,McLaren,1
877,2012,"Abu Dhabi Grand Prix",Mark,Webber,1:40.978,"Red Bull",2
877,2012,"Abu Dhabi Grand Prix",Sebastian,Vettel,1:41.073,"Red Bull",3
877,2012,"Abu Dhabi Grand Prix",Pastor,Maldonado,1:41.226,Williams,4
877,2012,"Abu Dhabi Grand Prix",Kimi,Raikkonen,1:41.260,"Lotus F1",5
877,2012,"Abu Dhabi Grand Prix",Jenson,Button,1:41.290,McLaren,6
877,2012,"Abu Dhabi Grand Prix",Fernando,Alonso,1:41.582,Ferrari,7
877,2012,"Abu Dhabi Grand Prix",Nico,Rosberg,1:41.603,Mercedes,8
877,2012,"Abu Dhabi Grand Prix",Felipe,Massa,1:41.723,Ferrari,9
877,2012,"Abu Dhabi Grand Prix",Romain,Grosjean,1:41.778,"Lotus F1",10
877,2012,"Abu Dhabi Grand Prix",Nico,Hulkenberg,\N,"Force India",11
877,2012,"Abu Dhabi Grand Prix",Sergio,Perez,\N,Sauber,12
877,2012,"Abu Dhabi Grand Prix",Paul,"di Resta",\N,"Force India",13
877,2012,"Abu Dhabi Grand Prix",Michael,Schumacher,\N,Mercedes,14
877,2012,"Abu Dhabi Grand Prix",Bruno,Senna,\N,Williams,15
877,2012,"Abu Dhabi Grand Prix",Kamui,Kobayashi,\N,Sauber,16
877,2012,"Abu Dhabi Grand Prix",Daniel,Ricciardo,\N,"Toro Rosso",17
877,2012,"Abu Dhabi Grand Prix",Jean-eric,Vergne,\N,"Toro Rosso",18
877,2012,"Abu Dhabi Grand Prix",Heikki,Kovalainen,\N,Caterham,19
877,2012,"Abu Dhabi Grand Prix",Charles,Pic,\N,Marussia,20
877,2012,"Abu Dhabi Grand Prix",Vitaly,Petrov,\N,Caterham,21
877,2012,"Abu Dhabi Grand Prix",Timo,Glock,\N,Marussia,22
877,2012,"Abu Dhabi Grand Prix",Pedro,"de la Rosa",\N,HRT,23
877,2012,"Abu Dhabi Grand Prix",Narain,Karthikeyan,\N,HRT,24
878,2012,"United States Grand Prix",Sebastian,Vettel,1:35.657,"Red Bull",1
878,2012,"United States Grand Prix",Lewis,Hamilton,1:35.766,McLaren,2
878,2012,"United States Grand Prix",Mark,Webber,1:36.174,"Red Bull",3
878,2012,"United States Grand Prix",Romain,Grosjean,1:36.587,"Lotus F1",4
878,2012,"United States Grand Prix",Kimi,Raikkonen,1:36.708,"Lotus F1",5
878,2012,"United States Grand Prix",Michael,Schumacher,1:36.794,Mercedes,6
878,2012,"United States Grand Prix",Felipe,Massa,1:36.937,Ferrari,7
878,2012,"United States Grand Prix",Nico,Hulkenberg,1:37.141,"Force India",8
878,2012,"United States Grand Prix",Fernando,Alonso,1:37.300,Ferrari,9
878,2012,"United States Grand Prix",Pastor,Maldonado,1:37.842,Williams,10
878,2012,"United States Grand Prix",Bruno,Senna,\N,Williams,11
878,2012,"United States Grand Prix",Jenson,Button,\N,McLaren,12
878,2012,"United States Grand Prix",Paul,"di Resta",\N,"Force India",13
878,2012,"United States Grand Prix",Jean-eric,Vergne,\N,"Toro Rosso",14
878,2012,"United States Grand Prix",Sergio,Perez,\N,Sauber,15
878,2012,"United States Grand Prix",Kamui,Kobayashi,\N,Sauber,16
878,2012,"United States Grand Prix",Nico,Rosberg,\N,Mercedes,17
878,2012,"United States Grand Prix",Daniel,Ricciardo,\N,"Toro Rosso",18
878,2012,"United States Grand Prix",Timo,Glock,\N,Marussia,19
878,2012,"United States Grand Prix",Charles,Pic,\N,Marussia,20
878,2012,"United States Grand Prix",Vitaly,Petrov,\N,Caterham,21
878,2012,"United States Grand Prix",Heikki,Kovalainen,\N,Caterham,22
878,2012,"United States Grand Prix",Pedro,"de la Rosa",\N,HRT,23
878,2012,"United States Grand Prix",Narain,Karthikeyan,\N,HRT,24
879,2012,"Brazilian Grand Prix",Lewis,Hamilton,1:12.458,McLaren,1
879,2012,"Brazilian Grand Prix",Jenson,Button,1:12.513,McLaren,2
879,2012,"Brazilian Grand Prix",Mark,Webber,1:12.581,"Red Bull",3
879,2012,"Brazilian Grand Prix",Sebastian,Vettel,1:12.760,"Red Bull",4
879,2012,"Brazilian Grand Prix",Felipe,Massa,1:12.987,Ferrari,5
879,2012,"Brazilian Grand Prix",Pastor,Maldonado,1:13.174,Williams,6
879,2012,"Brazilian Grand Prix",Nico,Hulkenberg,1:13.206,"Force India",7
879,2012,"Brazilian Grand Prix",Fernando,Alonso,1:13.253,Ferrari,8
879,2012,"Brazilian Grand Prix",Kimi,Raikkonen,1:13.298,"Lotus F1",9
879,2012,"Brazilian Grand Prix",Nico,Rosberg,1:13.489,Mercedes,10
879,2012,"Brazilian Grand Prix",Paul,"di Resta",\N,"Force India",11
879,2012,"Brazilian Grand Prix",Bruno,Senna,\N,Williams,12
879,2012,"Brazilian Grand Prix",Sergio,Perez,\N,Sauber,13
879,2012,"Brazilian Grand Prix",Michael,Schumacher,\N,Mercedes,14
879,2012,"Brazilian Grand Prix",Kamui,Kobayashi,\N,Sauber,15
879,2012,"Brazilian Grand Prix",Daniel,Ricciardo,\N,"Toro Rosso",16
879,2012,"Brazilian Grand Prix",Jean-eric,Vergne,\N,"Toro Rosso",17
879,2012,"Brazilian Grand Prix",Romain,Grosjean,\N,"Lotus F1",18
879,2012,"Brazilian Grand Prix",Vitaly,Petrov,\N,Caterham,19
879,2012,"Brazilian Grand Prix",Heikki,Kovalainen,\N,Caterham,20
879,2012,"Brazilian Grand Prix",Timo,Glock,\N,Marussia,21
879,2012,"Brazilian Grand Prix",Charles,Pic,\N,Marussia,22
879,2012,"Brazilian Grand Prix",Narain,Karthikeyan,\N,HRT,23
879,2012,"Brazilian Grand Prix",Pedro,"de la Rosa",\N,HRT,24
