raceId,year,name,forename,surname,name,finishingPosition,points
46,2007,"Hungarian Grand Prix",David,Coulthard,"Red Bull",11,0
46,2007,"Hungarian Grand Prix",Giancarlo,Fisichella,Renault,12,0
46,2007,"Hungarian Grand Prix",Felipe,Massa,Ferrari,13,0
46,2007,"Hungarian Grand Prix",Alexander,Wurz,Williams,14,0
46,2007,"Hungarian Grand Prix",Takuma,Sato,"Super Aguri",15,0
46,2007,"Hungarian Grand Prix",Sebastian,Vettel,"Toro Rosso",16,0
46,2007,"Hungarian Grand Prix",Adrian,Sutil,Spyker,17,0
46,2007,"Hungarian Grand Prix",Rubens,Barrichello,Honda,18,0
46,2007,"Hungarian Grand Prix",Vitantonio,Liuzzi,"Toro Rosso",19,0
46,2007,"Hungarian Grand Prix",Anthony,Davidson,"Super Aguri",20,0
46,2007,"Hungarian Grand Prix",Jenson,Button,Honda,21,0
46,2007,"Hungarian Grand Prix",Sakon,Yamamoto,Spyker,22,0
47,2007,"Turkish Grand Prix",Felipe,Massa,Ferrari,1,10
47,2007,"Turkish Grand Prix",Kimi,Raikkonen,Ferrari,2,8
47,2007,"Turkish Grand Prix",Fernando,Alonso,McLaren,3,6
47,2007,"Turkish Grand Prix",Nick,Heidfeld,"BMW Sauber",4,5
47,2007,"Turkish Grand Prix",Lewis,Hamilton,McLaren,5,4
47,2007,"Turkish Grand Prix",Heikki,Kovalainen,Renault,6,3
47,2007,"Turkish Grand Prix",Nico,Rosberg,Williams,7,2
47,2007,"Turkish Grand Prix",Robert,Kubica,"BMW Sauber",8,1
47,2007,"Turkish Grand Prix",Giancarlo,Fisichella,Renault,9,0
47,2007,"Turkish Grand Prix",David,Coulthard,"Red Bull",10,0
47,2007,"Turkish Grand Prix",Alexander,Wurz,Williams,11,0
47,2007,"Turkish Grand Prix",Ralf,Schumacher,Toyota,12,0
47,2007,"Turkish Grand Prix",Jenson,Button,Honda,13,0
47,2007,"Turkish Grand Prix",Anthony,Davidson,"Super Aguri",14,0
47,2007,"Turkish Grand Prix",Vitantonio,Liuzzi,"Toro Rosso",15,0
47,2007,"Turkish Grand Prix",Jarno,Trulli,Toyota,16,0
47,2007,"Turkish Grand Prix",Rubens,Barrichello,Honda,17,0
47,2007,"Turkish Grand Prix",Takuma,Sato,"Super Aguri",18,0
47,2007,"Turkish Grand Prix",Sebastian,Vettel,"Toro Rosso",19,0
47,2007,"Turkish Grand Prix",Sakon,Yamamoto,Spyker,20,0
47,2007,"Turkish Grand Prix",Adrian,Sutil,Spyker,21,0
47,2007,"Turkish Grand Prix",Mark,Webber,"Red Bull",22,0
48,2007,"Italian Grand Prix",Fernando,Alonso,McLaren,1,10
48,2007,"Italian Grand Prix",Lewis,Hamilton,McLaren,2,8
48,2007,"Italian Grand Prix",Kimi,Raikkonen,Ferrari,3,6
48,2007,"Italian Grand Prix",Nick,Heidfeld,"BMW Sauber",4,5
48,2007,"Italian Grand Prix",Robert,Kubica,"BMW Sauber",5,4
48,2007,"Italian Grand Prix",Nico,Rosberg,Williams,6,3
48,2007,"Italian Grand Prix",Heikki,Kovalainen,Renault,7,2
48,2007,"Italian Grand Prix",Jenson,Button,Honda,8,1
48,2007,"Italian Grand Prix",Mark,Webber,"Red Bull",9,0
48,2007,"Italian Grand Prix",Rubens,Barrichello,Honda,10,0
48,2007,"Italian Grand Prix",Jarno,Trulli,Toyota,11,0
48,2007,"Italian Grand Prix",Giancarlo,Fisichella,Renault,12,0
48,2007,"Italian Grand Prix",Alexander,Wurz,Williams,13,0
48,2007,"Italian Grand Prix",Anthony,Davidson,"Super Aguri",14,0
48,2007,"Italian Grand Prix",Ralf,Schumacher,Toyota,15,0
48,2007,"Italian Grand Prix",Takuma,Sato,"Super Aguri",16,0
48,2007,"Italian Grand Prix",Vitantonio,Liuzzi,"Toro Rosso",17,0
48,2007,"Italian Grand Prix",Sebastian,Vettel,"Toro Rosso",18,0
48,2007,"Italian Grand Prix",Adrian,Sutil,Spyker,19,0
48,2007,"Italian Grand Prix",Sakon,Yamamoto,Spyker,20,0
48,2007,"Italian Grand Prix",Felipe,Massa,Ferrari,21,0
48,2007,"Italian Grand Prix",David,Coulthard,"Red Bull",22,0
49,2007,"Belgian Grand Prix",Kimi,Raikkonen,Ferrari,1,10
49,2007,"Belgian Grand Prix",Felipe,Massa,Ferrari,2,8
49,2007,"Belgian Grand Prix",Fernando,Alonso,McLaren,3,6
49,2007,"Belgian Grand Prix",Lewis,Hamilton,McLaren,4,5
49,2007,"Belgian Grand Prix",Nick,Heidfeld,"BMW Sauber",5,4
49,2007,"Belgian Grand Prix",Nico,Rosberg,Williams,6,3
49,2007,"Belgian Grand Prix",Mark,Webber,"Red Bull",7,2
49,2007,"Belgian Grand Prix",Heikki,Kovalainen,Renault,8,1
49,2007,"Belgian Grand Prix",Robert,Kubica,"BMW Sauber",9,0
